Price Type,Country,Market,Commodity,Local currency (originally collected),Local measurement unit (originally collected),Date,Value (local currency per kg),"Value (real price, local currency per kg)",Value (USD per kg),Value ( local currency per local measurement unit)
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,1/1/2007,25.00,31.10,0.17,25.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,2/1/2007,22.42,27.06,0.16,22.42
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,3/1/2007,21.17,25.69,0.15,21.17
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,4/1/2007,19.00,23.55,0.13,19.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,5/1/2007,18.50,23.46,0.13,18.50
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,6/1/2007,18.25,24.00,0.12,18.25
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,7/1/2007,20.64,27.43,0.14,20.64
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,8/1/2007,20.00,27.21,0.14,20.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,9/1/2007,21.00,27.12,0.15,21.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,10/1/2007,22.00,28.21,0.15,22.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,11/1/2007,24.50,30.53,0.17,24.50
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,12/1/2007,30.00,36.44,0.21,30.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,1/1/2008,30.00,34.64,0.21,30.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,2/1/2008,40.00,44.72,0.28,40.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,3/1/2008,60.00,67.30,0.42,60.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,4/1/2008,44.74,51.30,0.31,44.74
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,5/1/2008,35.00,41.12,0.24,35.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,6/1/2008,37.50,45.46,0.26,37.50
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,7/1/2008,56.00,68.40,0.39,56.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,8/1/2008,58.66,73.17,0.41,58.66
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,9/1/2008,56.00,66.15,0.39,56.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,10/1/2008,55.81,65.40,0.39,55.81
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,11/1/2008,58.00,65.94,0.41,58.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,12/1/2008,52.00,57.45,0.36,52.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,1/1/2009,72.00,75.55,0.51,72.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,2/1/2009,72.00,73.41,0.51,72.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,3/1/2009,67.61,69.25,0.48,67.61
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,4/1/2009,51.25,53.81,0.36,51.25
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,5/1/2009,40.00,43.23,0.28,40.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,6/1/2009,39.93,44.64,0.28,39.93
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,7/1/2009,40.74,46.06,0.28,40.74
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,8/1/2009,42.38,49.03,0.30,42.38
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,9/1/2009,43.77,48.10,0.31,43.77
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,10/1/2009,43.52,47.54,0.30,43.52
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,11/1/2009,43.97,46.65,0.30,43.97
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,12/1/2009,44.02,45.21,0.30,44.02
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,1/1/2010,44.06,42.88,0.29,44.06
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,2/1/2010,44.27,41.72,0.29,44.27
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,3/1/2010,39.95,37.77,0.26,39.95
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,4/1/2010,35.63,34.61,0.23,35.63
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,5/1/2010,31.31,31.39,0.20,31.31
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,6/1/2010,31.52,32.76,0.20,31.52
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,7/1/2010,31.78,33.48,0.21,31.78
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,8/1/2010,32.04,34.58,0.21,32.04
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,9/1/2010,31.64,32.50,0.20,31.64
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,10/1/2010,32.04,32.80,0.21,32.04
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,11/1/2010,31.95,31.86,0.21,31.95
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,12/1/2010,31.85,30.77,0.21,31.85
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,1/1/2011,,,,
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,2/1/2011,,,,
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,3/1/2011,,,,
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,4/1/2011,,,,
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,5/1/2011,,,,
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,6/1/2011,,,,
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,7/1/2011,,,,
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,8/1/2011,,,,
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,9/1/2011,,,,
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,10/1/2011,,,,
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,11/1/2011,46.00,42.10,0.27,46.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,12/1/2011,44.00,38.73,0.26,44.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,1/1/2012,70.00,57.93,0.42,70.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,2/1/2012,68.00,54.01,0.40,68.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,3/1/2012,56.00,44.35,0.33,56.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,4/1/2012,53.00,42.74,0.31,53.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,5/1/2012,50.00,39.92,0.20,50.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,6/1/2012,57.50,46.50,0.21,57.50
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,7/1/2012,62.50,50.36,0.22,62.50
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,8/1/2012,62.50,49.93,0.22,62.50
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,9/1/2012,67.50,50.13,0.23,67.50
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,10/1/2012,70.00,50.73,0.22,70.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,11/1/2012,68.00,46.70,0.21,68.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,12/1/2012,82.16,53.74,0.24,82.16
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,1/1/2013,90.00,56.70,0.26,90.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,2/1/2013,100.00,59.07,0.27,100.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,3/1/2013,165.00,97.32,0.42,165.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,4/1/2013,132.50,79.81,0.37,132.50
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,5/1/2013,113.33,68.37,0.31,113.33
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,6/1/2013,110.00,68.91,0.33,110.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,7/1/2013,110.00,70.35,0.33,110.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,8/1/2013,128.88,82.91,0.38,128.88
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,9/1/2013,136.66,83.10,0.38,136.66
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,10/1/2013,140.00,83.08,0.36,140.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,11/1/2013,140.00,79.39,0.34,140.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,12/1/2013,139.89,76.23,0.32,139.89
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,1/1/2014,170.00,85.07,0.39,170.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,2/1/2014,145.00,68.74,0.33,145.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,3/1/2014,120.00,57.03,0.28,120.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,4/1/2014,120.00,58.30,0.29,120.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,5/1/2014,99.00,45.83,0.24,99.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,6/1/2014,90.00,46.00,0.22,90.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,7/1/2014,90.00,47.03,0.22,90.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,8/1/2014,92.00,47.53,0.23,92.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,9/1/2014,92.00,45.21,0.22,92.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,10/1/2014,80.00,38.50,0.18,80.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,11/1/2014,80.00,36.68,0.16,80.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,12/1/2014,80.00,35.12,0.16,80.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,1/1/2015,100.00,41.28,0.21,100.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,2/1/2015,,,,
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,3/1/2015,,,,
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,4/1/2015,130.00,53.15,0.29,130.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,5/1/2015,160.00,65.87,0.36,160.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,6/1/2015,135.50,57.13,0.30,135.50
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,7/1/2015,135.00,57.75,0.28,135.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,8/1/2015,135.00,56.70,0.25,135.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,9/1/2015,141.25,55.93,0.25,141.25
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,10/1/2015,150.00,57.89,0.27,150.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,11/1/2015,157.50,57.96,0.27,157.50
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,12/1/2015,170.00,59.77,0.26,170.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,1/1/2016,213.33,71.34,0.30,213.33
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,2/1/2016,240.00,77.06,0.32,240.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,3/1/2016,250.00,82.38,0.35,250.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,4/1/2016,250.00,84.53,0.36,250.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,5/1/2016,180.00,61.02,0.25,180.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,6/1/2016,,,,
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,7/1/2016,235.00,81.43,0.32,235.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,8/1/2016,240.00,82.12,0.33,240.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,9/1/2016,,,,
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,10/1/2016,240.00,77.16,0.33,240.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,11/1/2016,248.00,76.09,0.34,248.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,12/1/2016,260.00,76.20,0.35,260.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,1/1/2017,245.00,69.34,0.33,245.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,2/1/2017,245.00,69.34,0.33,245.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,3/1/2017,220.00,62.59,0.30,220.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,4/1/2017,95.00,28.02,0.13,95.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,5/1/2017,110.00,33.19,0.15,110.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,6/1/2017,110.00,33.97,0.15,110.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,7/1/2017,,,,
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,8/1/2017,100.00,31.29,0.13,100.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,9/1/2017,100.00,30.14,0.13,100.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,10/1/2017,100.00,29.69,0.13,100.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,11/1/2017,100.00,28.48,0.13,100.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,12/1/2017,100.00,27.37,0.13,100.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,1/1/2018,108.00,28.28,0.14,108.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,2/1/2018,121.44,31.13,0.16,121.44
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,3/1/2018,125.72,32.53,0.17,125.72
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,4/1/2018,125.75,33.81,0.17,125.75
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,5/1/2018,130.13,35.19,0.17,130.13
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,6/1/2018,131.25,35.58,0.17,131.25
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,7/1/2018,139.17,37.48,0.19,139.17
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,8/1/2018,140.00,37.18,0.19,140.00
Retail,Malawi,Lilongwe,Maize,Kwacha,Kg,9/1/2018,156.11,40.66,0.21,156.11
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,1/1/2007,100.00,124.42,0.71,100.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,2/1/2007,105.00,126.74,0.75,105.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,3/1/2007,107.50,130.47,0.77,107.50
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,4/1/2007,115.00,142.59,0.82,115.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,5/1/2007,120.00,152.20,0.85,120.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,6/1/2007,110.00,144.70,0.78,110.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,7/1/2007,113.33,150.55,0.80,113.33
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,8/1/2007,100.00,136.09,0.71,100.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,9/1/2007,103.33,133.45,0.73,103.33
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,10/1/2007,101.25,129.86,0.72,101.25
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,11/1/2007,103.33,128.76,0.73,103.33
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,12/1/2007,100.00,121.47,0.71,100.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,1/1/2008,100.00,115.48,0.71,100.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,2/1/2008,100.00,111.81,0.71,100.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,3/1/2008,110.00,123.39,0.78,110.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,4/1/2008,130.00,149.07,0.92,130.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,5/1/2008,145.00,170.38,1.03,145.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,6/1/2008,150.00,181.86,1.06,150.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,7/1/2008,173.33,211.72,1.23,173.33
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,8/1/2008,182.50,227.60,1.29,182.50
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,9/1/2008,183.33,216.58,1.30,183.33
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,10/1/2008,176.25,206.56,1.25,176.25
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,11/1/2008,190.00,216.03,1.35,190.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,12/1/2008,200.00,220.98,1.42,200.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,1/1/2009,210.00,220.37,1.49,210.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,2/1/2009,266.67,271.90,1.89,266.67
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,3/1/2009,237.22,242.99,1.68,237.22
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,4/1/2009,236.33,248.09,1.68,236.33
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,5/1/2009,190.00,205.38,1.35,190.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,6/1/2009,161.25,180.29,1.14,161.25
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,7/1/2009,164.67,186.22,1.17,164.67
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,8/1/2009,186.85,216.19,1.32,186.85
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,9/1/2009,181.91,199.92,1.29,181.91
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,10/1/2009,174.83,191.00,1.24,174.83
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,11/1/2009,181.03,192.07,1.26,181.03
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,12/1/2009,179.32,184.17,1.23,179.32
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,1/1/2010,177.58,172.80,1.20,177.58
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,2/1/2010,188.46,177.57,1.25,188.46
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,3/1/2010,,,,
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,4/1/2010,,,,
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,5/1/2010,190.00,190.46,1.25,190.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,6/1/2010,187.46,194.86,1.24,187.46
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,7/1/2010,,,,
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,8/1/2010,190.00,205.02,1.25,190.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,9/1/2010,188.33,193.43,1.24,188.33
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,10/1/2010,163.33,167.19,1.08,163.33
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,11/1/2010,160.00,159.50,1.06,160.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,12/1/2010,180.00,173.94,1.19,180.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,1/1/2011,,,,
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,2/1/2011,,,,
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,3/1/2011,,,,
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,4/1/2011,,,,
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,5/1/2011,,,,
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,6/1/2011,,,,
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,7/1/2011,,,,
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,8/1/2011,,,,
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,9/1/2011,,,,
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,10/1/2011,,,,
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,11/1/2011,240.00,219.70,1.46,240.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,12/1/2011,280.00,246.46,1.70,280.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,1/1/2012,300.00,248.29,1.81,300.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,2/1/2012,291.25,231.33,1.73,291.25
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,3/1/2012,300.00,237.60,1.80,300.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,4/1/2012,300.00,241.94,1.80,300.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,5/1/2012,300.00,239.57,1.20,300.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,6/1/2012,340.73,275.58,1.25,340.73
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,7/1/2012,323.85,260.98,1.18,323.85
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,8/1/2012,340.54,272.08,1.23,340.54
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,9/1/2012,350.00,259.95,1.19,350.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,10/1/2012,350.00,253.67,1.13,350.00
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,11/1/2012,325.66,223.65,1.01,325.66
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,12/1/2012,367.72,240.51,1.11,367.72
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,1/1/2013,380.25,239.59,1.10,380.25
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,2/1/2013,375.50,221.82,1.04,375.50
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,3/1/2013,381.23,224.86,0.98,381.23
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,4/1/2013,382.57,230.44,1.08,382.57
Retail,Malawi,Lilongwe,Rice,Kwacha,Kg,5/1/2013,398.97,240.69,1.12,398.97
